company_code,dt,attn_volume,greed_count,mean_greed_score,greed_ratio
080220,2017-08-16,3,1,1.6666666666666667,0.3333333333333333
080220,2017-08-17,1,0,0.0,0.0
080220,2017-08-18,1,0,2.0,0.0
080220,2017-08-19,1,0,2.0,0.0
105560,2017-08-13,2,0,2.0,0.0
105560,2017-08-14,2,1,2.0,0.5
105560,2017-08-15,1,1,3.0,1.0
105560,2017-08-16,3,1,2.3333333333333335,0.3333333333333333
105560,2017-08-17,3,2,2.3333333333333335,0.6666666666666666
105560,2017-08-18,1,0,2.0,0.0
190510,2017-08-15,2,1,2.0,0.5
190510,2017-08-17,7,0,1.8571428571428572,0.0
190510,2017-08-18,12,1,1.8333333333333333,0.08333333333333333
190510,2017-08-19,3,0,1.6666666666666667,0.0
000660,2017-08-20,166,52,2.1204819277108435,0.3132530120481928
000660,2017-08-21,216,35,1.837962962962963,0.16203703703703703
000660,2017-08-22,156,49,2.051282051282051,0.3141025641025641
000660,2017-08-23,170,49,2.0,0.28823529411764703
000660,2017-08-24,171,41,1.8830409356725146,0.23976608187134502
000660,2017-08-25,112,23,1.9464285714285714,0.20535714285714285
000660,2017-08-26,18,5,2.0,0.2777777777777778
005380,2017-08-20,18,1,1.4444444444444444,0.05555555555555555
005380,2017-08-21,37,5,1.7027027027027026,0.13513513513513514
005380,2017-08-22,69,15,1.5942028985507246,0.21739130434782608
005380,2017-08-23,51,6,1.6666666666666667,0.11764705882352941
005380,2017-08-24,89,19,1.6853932584269662,0.21348314606741572
005380,2017-08-25,37,5,1.7027027027027026,0.13513513513513514
005380,2017-08-26,38,1,1.2894736842105263,0.02631578947368421
005930,2017-08-20,31,5,2.129032258064516,0.16129032258064516
005930,2017-08-21,83,12,1.7710843373493976,0.14457831325301204
005930,2017-08-22,75,11,1.8,0.14666666666666667
005930,2017-08-23,106,21,1.971698113207547,0.19811320754716982
005930,2017-08-24,169,40,2.0118343195266273,0.23668639053254437
005930,2017-08-25,806,149,1.9168734491315136,0.184863523573201
