date,close,operating_income
17/12/2020,12850,895300000
18/12/2020,12500,895300000
21/12/2020,11350,895300000
22/12/2020,10000,895300000
23/12/2020,8980,895300000
24/12/2020,8420,895300000
28/12/2020,8300,895300000
29/12/2020,8520,895300000
30/12/2020,8960,895300000
04/01/2021,8970,1461030000
05/01/2021,8810,1461030000
06/01/2021,8780,1461030000
07/01/2021,8800,1461030000
08/01/2021,8470,1461030000
11/01/2021,8100,1461030000
12/01/2021,7960,1461030000
13/01/2021,8000,1461030000
14/01/2021,8400,1461030000
15/01/2021,8190,1461030000
18/01/2021,7860,1461030000
19/01/2021,7880,1461030000
20/01/2021,7880,1461030000
21/01/2021,7870,1461030000
22/01/2021,7760,1461030000
25/01/2021,7850,1461030000
26/01/2021,7700,1461030000
27/01/2021,7660,1461030000
28/01/2021,7390,1461030000
29/01/2021,7200,1461030000
01/02/2021,7160,1461030000
02/02/2021,7300,1461030000
03/02/2021,7670,1461030000
04/02/2021,7520,1461030000
05/02/2021,7770,1461030000
08/02/2021,7740,1461030000
09/02/2021,7620,1461030000
10/02/2021,7580,1461030000
15/02/2021,7580,1461030000
16/02/2021,7550,1461030000
17/02/2021,7510,1461030000
18/02/2021,7500,1461030000
19/02/2021,7460,1461030000
22/02/2021,7450,1461030000
23/02/2021,7500,1461030000
24/02/2021,7580,1461030000
25/02/2021,7570,1461030000
26/02/2021,7380,1461030000
02/03/2021,7310,1461030000
03/03/2021,7260,1461030000
04/03/2021,7450,1461030000
05/03/2021,7450,1461030000
08/03/2021,7410,1461030000
09/03/2021,7300,1461030000
10/03/2021,7410,1461030000
11/03/2021,7680,1461030000
12/03/2021,7830,1461030000
15/03/2021,7690,1461030000
16/03/2021,7620,1461030000
17/03/2021,7450,1461030000
18/03/2021,7430,1461030000
19/03/2021,7620,1461030000
22/03/2021,9900,1461030000
23/03/2021,11200,1461030000
24/03/2021,11250,1461030000
25/03/2021,11400,1461030000
26/03/2021,11900,1461030000
29/03/2021,12400,1461030000
30/03/2021,13100,1461030000
31/03/2021,12500,1461030000
01/04/2021,12450,1416120000
02/04/2021,12400,1416120000
05/04/2021,11700,1416120000
06/04/2021,11900,1416120000
07/04/2021,12750,1416120000
08/04/2021,11750,1416120000
09/04/2021,11400,1416120000
12/04/2021,11150,1416120000
13/04/2021,11300,1416120000
14/04/2021,10300,1416120000
15/04/2021,10100,1416120000
16/04/2021,10300,1416120000
19/04/2021,10350,1416120000
20/04/2021,10750,1416120000
21/04/2021,10350,1416120000
22/04/2021,10350,1416120000
23/04/2021,10700,1416120000
26/04/2021,10550,1416120000
27/04/2021,10300,1416120000
28/04/2021,10700,1416120000
29/04/2021,10500,1416120000
30/04/2021,9840,1416120000
03/05/2021,9910,1416120000
04/05/2021,9970,1416120000
06/05/2021,9640,1416120000
07/05/2021,9940,1416120000
10/05/2021,9990,1416120000
11/05/2021,9890,1416120000
12/05/2021,9840,1416120000
13/05/2021,10050,1416120000
14/05/2021,11000,1416120000
17/05/2021,10900,1416120000
18/05/2021,10950,1416120000
20/05/2021,11500,1416120000
21/05/2021,10950,1416120000
24/05/2021,10150,1416120000
25/05/2021,10050,1416120000
26/05/2021,10200,1416120000
27/05/2021,10250,1416120000
28/05/2021,10550,1416120000
31/05/2021,10700,1416120000
01/06/2021,10900,1416120000
02/06/2021,11150,1416120000
03/06/2021,11050,1416120000
04/06/2021,10500,1416120000
07/06/2021,10150,1416120000
08/06/2021,10200,1416120000
09/06/2021,10300,1416120000
10/06/2021,9720,1416120000
11/06/2021,9910,1416120000
14/06/2021,10100,1416120000
15/06/2021,10050,1416120000
16/06/2021,10000,1416120000
17/06/2021,9940,1416120000
18/06/2021,9910,1416120000
21/06/2021,9550,1416120000
22/06/2021,9580,1416120000
23/06/2021,9580,1416120000
24/06/2021,9690,1416120000
25/06/2021,9670,1416120000
28/06/2021,9910,1416120000
29/06/2021,9630,1416120000
30/06/2021,9690,1416120000
01/07/2021,9600,1712020000
02/07/2021,9460,1712020000
05/07/2021,9600,1712020000
06/07/2021,9800,1712020000
07/07/2021,10150,1712020000
08/07/2021,10150,1712020000
09/07/2021,9950,1712020000
12/07/2021,10350,1712020000
13/07/2021,10700,1712020000
14/07/2021,10850,1712020000
15/07/2021,10850,1712020000
16/07/2021,10750,1712020000
19/07/2021,10750,1712020000
20/07/2021,10700,1712020000
21/07/2021,10750,1712020000
22/07/2021,11000,1712020000
23/07/2021,11050,1712020000
26/07/2021,11100,1712020000
27/07/2021,10700,1712020000
28/07/2021,10450,1712020000
29/07/2021,10300,1712020000
30/07/2021,10350,1712020000
02/08/2021,10300,1712020000
03/08/2021,10300,1712020000
04/08/2021,10350,1712020000
05/08/2021,10550,1712020000
06/08/2021,10500,1712020000
09/08/2021,10250,1712020000
10/08/2021,10100,1712020000
11/08/2021,10100,1712020000
12/08/2021,9860,1712020000
13/08/2021,9690,1712020000
17/08/2021,9500,1712020000
18/08/2021,9590,1712020000
19/08/2021,9270,1712020000
20/08/2021,8670,1712020000
23/08/2021,8850,1712020000
24/08/2021,9150,1712020000
25/08/2021,9490,1712020000
26/08/2021,9220,1712020000
27/08/2021,9100,1712020000
30/08/2021,9100,1712020000
31/08/2021,9130,1712020000
01/09/2021,9020,1712020000
02/09/2021,9240,1712020000
03/09/2021,9150,1712020000
06/09/2021,9080,1712020000
07/09/2021,9000,1712020000
08/09/2021,9020,1712020000
09/09/2021,9050,1712020000
10/09/2021,9080,1712020000
13/09/2021,8920,1712020000
14/09/2021,8860,1712020000
15/09/2021,8860,1712020000
16/09/2021,8870,1712020000
17/09/2021,8850,1712020000
23/09/2021,8750,1712020000
24/09/2021,9240,1712020000
27/09/2021,9000,1712020000
28/09/2021,8770,1712020000
29/09/2021,8620,1712020000
30/09/2021,8530,1712020000
