date,close,net_profit
01/08/2013,36250,4.26566E+11
02/08/2013,36800,4.26566E+11
05/08/2013,36700,4.26566E+11
06/08/2013,36550,4.26566E+11
07/08/2013,35900,4.26566E+11
08/08/2013,36400,4.26566E+11
09/08/2013,36550,4.26566E+11
12/08/2013,36150,4.26566E+11
13/08/2013,36150,4.26566E+11
14/08/2013,36100,4.26566E+11
16/08/2013,35950,4.26566E+11
19/08/2013,35650,4.26566E+11
20/08/2013,35650,4.26566E+11
21/08/2013,35400,4.26566E+11
22/08/2013,34800,4.26566E+11
23/08/2013,34900,4.26566E+11
26/08/2013,34700,4.26566E+11
27/08/2013,34450,4.26566E+11
28/08/2013,34150,4.26566E+11
29/08/2013,35000,4.26566E+11
30/08/2013,35700,4.26566E+11
02/09/2013,35500,4.26566E+11
03/09/2013,36200,4.26566E+11
04/09/2013,36000,4.26566E+11
05/09/2013,36100,4.26566E+11
06/09/2013,35800,4.26566E+11
09/09/2013,36550,4.26566E+11
10/09/2013,36950,4.26566E+11
11/09/2013,37250,4.26566E+11
12/09/2013,36900,4.26566E+11
13/09/2013,37100,4.26566E+11
16/09/2013,37650,4.26566E+11
17/09/2013,38050,4.26566E+11
23/09/2013,38800,4.26566E+11
24/09/2013,38600,4.26566E+11
25/09/2013,38050,4.26566E+11
26/09/2013,38600,4.26566E+11
27/09/2013,38550,4.26566E+11
30/09/2013,37600,4.26566E+11
01/10/2013,38000,2.58965E+11
02/10/2013,38200,2.58965E+11
04/10/2013,38450,2.58965E+11
07/10/2013,38650,2.58965E+11
08/10/2013,38350,2.58965E+11
10/10/2013,37700,2.58965E+11
11/10/2013,39950,2.58965E+11
14/10/2013,39700,2.58965E+11
15/10/2013,40100,2.58965E+11
16/10/2013,41650,2.58965E+11
17/10/2013,42900,2.58965E+11
18/10/2013,43950,2.58965E+11
21/10/2013,43300,2.58965E+11
22/10/2013,42900,2.58965E+11
23/10/2013,41400,2.58965E+11
24/10/2013,42200,2.58965E+11
25/10/2013,42000,2.58965E+11
28/10/2013,41600,2.58965E+11
29/10/2013,41500,2.58965E+11
30/10/2013,42400,2.58965E+11
31/10/2013,42000,2.58965E+11
01/11/2013,41150,2.58965E+11
04/11/2013,40250,2.58965E+11
05/11/2013,39950,2.58965E+11
06/11/2013,39950,2.58965E+11
07/11/2013,39700,2.58965E+11
08/11/2013,39450,2.58965E+11
11/11/2013,39150,2.58965E+11
12/11/2013,39450,2.58965E+11
13/11/2013,38750,2.58965E+11
14/11/2013,38400,2.58965E+11
15/11/2013,39950,2.58965E+11
18/11/2013,40100,2.58965E+11
19/11/2013,40300,2.58965E+11
20/11/2013,40200,2.58965E+11
21/11/2013,39850,2.58965E+11
22/11/2013,39950,2.58965E+11
25/11/2013,40100,2.58965E+11
26/11/2013,39750,2.58965E+11
27/11/2013,39450,2.58965E+11
28/11/2013,39700,2.58965E+11
29/11/2013,39700,2.58965E+11
02/12/2013,40000,2.58965E+11
03/12/2013,39900,2.58965E+11
04/12/2013,39650,2.58965E+11
05/12/2013,39400,2.58965E+11
06/12/2013,39400,2.58965E+11
09/12/2013,40250,2.58965E+11
10/12/2013,40350,2.58965E+11
11/12/2013,39350,2.58965E+11
12/12/2013,39300,2.58965E+11
13/12/2013,39350,2.58965E+11
16/12/2013,38800,2.58965E+11
17/12/2013,39250,2.58965E+11
18/12/2013,39950,2.58965E+11
19/12/2013,39950,2.58965E+11
20/12/2013,40500,2.58965E+11
23/12/2013,41000,2.58965E+11
24/12/2013,40950,2.58965E+11
26/12/2013,41250,2.58965E+11
27/12/2013,41350,2.58965E+11
30/12/2013,42250,2.58965E+11
02/01/2014,42100,3.73525E+11
03/01/2014,40700,3.73525E+11
06/01/2014,40250,3.73525E+11
07/01/2014,40300,3.73525E+11
08/01/2014,40750,3.73525E+11
09/01/2014,40600,3.73525E+11
10/01/2014,39600,3.73525E+11
13/01/2014,39850,3.73525E+11
14/01/2014,39300,3.73525E+11
15/01/2014,40000,3.73525E+11
16/01/2014,39500,3.73525E+11
17/01/2014,39100,3.73525E+11
20/01/2014,39050,3.73525E+11
21/01/2014,39250,3.73525E+11
22/01/2014,38700,3.73525E+11
23/01/2014,37800,3.73525E+11
24/01/2014,37800,3.73525E+11
27/01/2014,36850,3.73525E+11
28/01/2014,35900,3.73525E+11
29/01/2014,37200,3.73525E+11
03/02/2014,36150,3.73525E+11
04/02/2014,36050,3.73525E+11
05/02/2014,36300,3.73525E+11
06/02/2014,36850,3.73525E+11
07/02/2014,37100,3.73525E+11
10/02/2014,36300,3.73525E+11
11/02/2014,36250,3.73525E+11
12/02/2014,36850,3.73525E+11
13/02/2014,36300,3.73525E+11
14/02/2014,36450,3.73525E+11
17/02/2014,38450,3.73525E+11
18/02/2014,38700,3.73525E+11
19/02/2014,38250,3.73525E+11
20/02/2014,37300,3.73525E+11
21/02/2014,38600,3.73525E+11
24/02/2014,38900,3.73525E+11
25/02/2014,39200,3.73525E+11
26/02/2014,39900,3.73525E+11
27/02/2014,39500,3.73525E+11
28/02/2014,39900,3.73525E+11
03/03/2014,39250,3.73525E+11
04/03/2014,39300,3.73525E+11
05/03/2014,39550,3.73525E+11
06/03/2014,40350,3.73525E+11
07/03/2014,39150,3.73525E+11
10/03/2014,38000,3.73525E+11
11/03/2014,38250,3.73525E+11
12/03/2014,36850,3.73525E+11
13/03/2014,37000,3.73525E+11
14/03/2014,36800,3.73525E+11
17/03/2014,36800,3.73525E+11
18/03/2014,36700,3.73525E+11
19/03/2014,36850,3.73525E+11
20/03/2014,36000,3.73525E+11
21/03/2014,36150,3.73525E+11
24/03/2014,36250,3.73525E+11
25/03/2014,36100,3.73525E+11
26/03/2014,37250,3.73525E+11
27/03/2014,37100,3.73525E+11
28/03/2014,37300,3.73525E+11
31/03/2014,37250,3.73525E+11
01/04/2014,37550,3.91687E+11
02/04/2014,37550,3.91687E+11
03/04/2014,36900,3.91687E+11
04/04/2014,37050,3.91687E+11
07/04/2014,36700,3.91687E+11
08/04/2014,37000,3.91687E+11
09/04/2014,37450,3.91687E+11
10/04/2014,37800,3.91687E+11
11/04/2014,37350,3.91687E+11
14/04/2014,37450,3.91687E+11
15/04/2014,37000,3.91687E+11
16/04/2014,37000,3.91687E+11
17/04/2014,36950,3.91687E+11
18/04/2014,37000,3.91687E+11
21/04/2014,36900,3.91687E+11
22/04/2014,36300,3.91687E+11
23/04/2014,36150,3.91687E+11
24/04/2014,36150,3.91687E+11
25/04/2014,35800,3.91687E+11
28/04/2014,35050,3.91687E+11
29/04/2014,34950,3.91687E+11
30/04/2014,35200,3.91687E+11
02/05/2014,35300,3.91687E+11
07/05/2014,34800,3.91687E+11
08/05/2014,35400,3.91687E+11
09/05/2014,35550,3.91687E+11
12/05/2014,35500,3.91687E+11
13/05/2014,35950,3.91687E+11
14/05/2014,37000,3.91687E+11
15/05/2014,36950,3.91687E+11
16/05/2014,36950,3.91687E+11
19/05/2014,37100,3.91687E+11
20/05/2014,36750,3.91687E+11
21/05/2014,35400,3.91687E+11
22/05/2014,35800,3.91687E+11
23/05/2014,35700,3.91687E+11
26/05/2014,35500,3.91687E+11
27/05/2014,35150,3.91687E+11
28/05/2014,35300,3.91687E+11
29/05/2014,35200,3.91687E+11
30/05/2014,34750,3.91687E+11
02/06/2014,34650,3.91687E+11
03/06/2014,34300,3.91687E+11
05/06/2014,34400,3.91687E+11
09/06/2014,35050,3.91687E+11
10/06/2014,35350,3.91687E+11
11/06/2014,35500,3.91687E+11
12/06/2014,35800,3.91687E+11
13/06/2014,35100,3.91687E+11
16/06/2014,35000,3.91687E+11
17/06/2014,34600,3.91687E+11
18/06/2014,34500,3.91687E+11
19/06/2014,34700,3.91687E+11
20/06/2014,34200,3.91687E+11
23/06/2014,34400,3.91687E+11
24/06/2014,35200,3.91687E+11
25/06/2014,34850,3.91687E+11
26/06/2014,35100,3.91687E+11
27/06/2014,35450,3.91687E+11
30/06/2014,35200,3.91687E+11
01/07/2014,34850,4.56146E+11
02/07/2014,34850,4.56146E+11
03/07/2014,34650,4.56146E+11
04/07/2014,34650,4.56146E+11
07/07/2014,35200,4.56146E+11
08/07/2014,35400,4.56146E+11
09/07/2014,35850,4.56146E+11
10/07/2014,35700,4.56146E+11
11/07/2014,35450,4.56146E+11
14/07/2014,35050,4.56146E+11
15/07/2014,35650,4.56146E+11
16/07/2014,35700,4.56146E+11
17/07/2014,36250,4.56146E+11
18/07/2014,35900,4.56146E+11
21/07/2014,35950,4.56146E+11
22/07/2014,36150,4.56146E+11
23/07/2014,36800,4.56146E+11
24/07/2014,36400,4.56146E+11
25/07/2014,36750,4.56146E+11
28/07/2014,38600,4.56146E+11
29/07/2014,39600,4.56146E+11
30/07/2014,39900,4.56146E+11
31/07/2014,40200,4.56146E+11
01/08/2014,40200,4.56146E+11
04/08/2014,40000,4.56146E+11
05/08/2014,40100,4.56146E+11
06/08/2014,40800,4.56146E+11
07/08/2014,41050,4.56146E+11
08/08/2014,40900,4.56146E+11
11/08/2014,40700,4.56146E+11
12/08/2014,40950,4.56146E+11
13/08/2014,40750,4.56146E+11
14/08/2014,40850,4.56146E+11
18/08/2014,40750,4.56146E+11
19/08/2014,41050,4.56146E+11
20/08/2014,41100,4.56146E+11
21/08/2014,39350,4.56146E+11
22/08/2014,40000,4.56146E+11
25/08/2014,39900,4.56146E+11
26/08/2014,41100,4.56146E+11
27/08/2014,42000,4.56146E+11
28/08/2014,41450,4.56146E+11
29/08/2014,41550,4.56146E+11
01/09/2014,41550,4.56146E+11
02/09/2014,42150,4.56146E+11
03/09/2014,43000,4.56146E+11
04/09/2014,42600,4.56146E+11
05/09/2014,41800,4.56146E+11
11/09/2014,40900,4.56146E+11
12/09/2014,41150,4.56146E+11
15/09/2014,39000,4.56146E+11
16/09/2014,39300,4.56146E+11
17/09/2014,40000,4.56146E+11
18/09/2014,39800,4.56146E+11
19/09/2014,39800,4.56146E+11
22/09/2014,39650,4.56146E+11
23/09/2014,40000,4.56146E+11
24/09/2014,40350,4.56146E+11
25/09/2014,40100,4.56146E+11
26/09/2014,38400,4.56146E+11
29/09/2014,39200,4.56146E+11
30/09/2014,38550,4.56146E+11
01/10/2014,37600,1.79364E+11
02/10/2014,37650,1.79364E+11
06/10/2014,38000,1.79364E+11
07/10/2014,38700,1.79364E+11
08/10/2014,38700,1.79364E+11
10/10/2014,38350,1.79364E+11
13/10/2014,38150,1.79364E+11
14/10/2014,37900,1.79364E+11
15/10/2014,38300,1.79364E+11
16/10/2014,37900,1.79364E+11
17/10/2014,37800,1.79364E+11
20/10/2014,38500,1.79364E+11
21/10/2014,37300,1.79364E+11
22/10/2014,38500,1.79364E+11
23/10/2014,39100,1.79364E+11
